,ID_0,ISO,NAME_0,ID_1,NAME_1,ID_2,NAME_2,VARNAME_2,NL_NAME_2,HASC_2,CC_2,TYPE_2,ENGTYPE_2,VALIDFR_2,VALIDTO_2,REMARKS_2,Shape_Leng,Shape_Area,index_right,lat_bin,lon_bin,AMR_lowest,AMR_surf,AOD,B4LI,CAPE,CAPE_lowest,CAPE_nc,CAPE_surf,CCN_0.5_cm3,CCN_0.5_mg,CCN_1.0_cm3,CCN_1.0_mg,CIN0,CIN180,CIN255,Cloud_fra,D14_0.5,D14_1.0,Frac_CLD,Frac_Re,GH1000,GH500,GH700,GH850,H14_0.5,H14_1.0,H14s_0.5,H14s_1.0,HGT,H_LCL_lowest,H_LCL_nc,H_LCL_surf,H_tro,Have,Hcb0.5,Hcb1.0,Hcbs0.5,Hcbs1.0,Hmax,Hmin,Hsd,Htop0.5,Htop1.0,L/S,LSM,LTS,Mean_Cv,Mean_Re,Ndelta0.5,Ndelta1.0,PBLH,PR,PTEM700,PTEMS,PW,P_LCL_nc,P_tro,Pcb0.5,Pcb1.0,Press,Ptop0.5,Ptop1.0,RH2,RH2m,Recb0.5,Recb1.0,Retop0.5,Retop1.0,SH2,SLI,SMR_lowest,SMR_surf,SRH,SST,SS_0.5_mg,SS_1.0_mg,T1000,T14_0.5,T14_1.0,T2m,T2m_NCEP,T500,T700,T850,TD2,TOZONE,TSURF,T_LCL_lowest,T_LCL_nc,T_LCL_surf,T_coal0.5,T_coal1.0,T_diff0.5,T_diff1.0,T_glac0.5,T_glac1.0,T_mix0.5,T_mix1.0,T_rain0.5,T_rain1.0,T_tro,Tb_f,Tcb0.5,Tcb1.0,Tsfc_NPP,Tskin,Tskin_NCEP,Ttop0.5,Ttop1.0,U10m(m/s),V10m(m/s),WDIR10,WDIR1000,WDIR500,WDIR700,WDIR850,WDIR900,WDIR925,WSPD10,WSPD1000,WSPD500,WSPD700,WSPD850,WSPD900,WSPD925,Wb_0.5,Wb_1.0,big_c,big_r,btd_a_0.5,btd_a_1.0,btd_c_0.5,btd_c_1.0,btd_m_0.5,btd_m_1.0,colum,lat,lon,relaz,row,satz,solz,sound_D(km),sound_ID,sound_hour,sumN_0.5,sumN_0.5_sumN_1.0,sumN_1.0,winNO
1,45,CHN,China,576,Guangdong,9811,Huizhou,Hu锟絲hou,???,,,D锟絡锟絪h?,Prefecture City,Unknown,Present,,9.867862,0.997726,1471,23.0,114.25,,,,-4.924999952316284,1574.5,,1722.0,,903.0,842.0,905.0,844.0,-1.2300000190734863,-0.2150000035762787,-1.2300000190734863,0.08474999999999999,2769.0,2769.0,0.14845,0.09135,4.970000267028809,5840.550048828125,3097.344970703125,1441.4000244140625,3686.0,3686.0,3755.0,3755.0,136.5,,857.0,,16901.5,69.5,741.5,741.5,913.5,913.5,741.0,1.0,99.5,6720.5,6720.5,1.0,1.0,9.105000019073486,-0.6355999999999999,15.78,601.0,601.0,1208.4749755859375,0.0,42.50000915527346,33.3900085449219,59.10000038146973,890.5,97.0,920.5,920.5,984.5,502.0,502.0,59.54999923706057,67.5,4.55,4.55,25.95,25.95,0.019999999552965164,-5.009999990463257,,,24.65500020980835,,0.13,0.13,33.04999694824221,9.0,9.0,31.85,34.86,-2.6449951171874773,11.900003051757839,20.29999694824221,24.54999694824221,273.125,36.50000915527346,,23.25,,25.0,25.0,27.0,27.0,-25.0,-25.0,-7.0,-7.0,,,-79.85,26.0,26.0,26.0,34.0,34.25,40.675,-10.0,-10.0,0.25,-0.8500000000000001,206.145,205.625,66.26,45.365,33.71,205.19,204.715,2.194999992847442,2.4300000071525574,6.509999752044678,6.049999952316284,3.7300001382827763,3.3550000190734863,3.164999961853028,0.825,0.825,3664.0,2976.0,1006.0,1006.0,1003.5,1003.5,2.5,2.5,3520.0,23.04805,114.29645,20.125,2832.0,8.28,20.445,,,,785.0,1.01,781.0,25157.0
1,45,CHN,China,576,Guangdong,9811,Huizhou,Hu锟絲hou,???,,,D锟絡锟絪h?,Prefecture City,Unknown,Present,,9.867862,0.997726,1536,23.25,114.5,,,,-3.2100000347409936,1047.7142857142858,,1187.0,,615.1428571428571,599.8571428571429,615.1428571428571,599.8571428571429,-1.3485714069434576,-2.8214285139526636,-1.711666688323021,0.2265571428571429,1846.2,1846.2,0.2788714285714285,0.2387857142857143,-2.038571460587637,5834.231400669642,3086.647137276785,1431.9385707310266,3630.4,3630.4,2979.8,2979.8,295.0,,948.8857142857145,,16782.428571428572,105.28571428571428,1362.2857142857142,1362.2857142857142,1168.857142857143,1168.857142857143,600.1428571428571,17.285714285714285,87.57142857142857,7484.142857142857,7484.142857142857,1.0,1.0,8.89857143674578,-0.5512714285714286,14.882857142857144,535.2857142857143,544.2857142857143,1374.922880859375,0.022857143144522397,42.495717947823685,33.597137451171896,59.21571328299387,865.1428571428571,99.0,857.8571428571429,857.8571428571429,966.7142857142856,442.71428571428567,442.71428571428567,58.08571461268834,64.28571428571429,6.6571428571428575,6.6571428571428575,22.771428571428572,22.771428571428572,0.019999999616827285,-3.5971428462437225,,,38.52499961853027,,0.21285714285714288,0.21285714285714288,33.021424211774566,8.8,8.8,30.885714285714283,30.397142857142853,793.7114229910718,11.898573521205378,187.81000279017857,23.49999898274741,278.0928606305804,34.850002615792434,,21.457142857142856,,20.571428571428573,20.571428571428573,22.0,22.0,-30.0,-30.0,-7.666666666666668,-7.666666666666668,0.0,0.0,-78.08571428571429,21.142857142857142,21.142857142857142,21.142857142857142,30.285714285714285,32.128571428571426,31.47714285714286,-14.857142857142858,-14.857142857142858,-0.9942857142857144,-1.5285714285714287,98.64,110.84857142857142,108.13428571428572,98.3757142857143,43.8,81.97714285714284,106.78285714285715,5.820000075612749,3.1057142945698333,8.08285700253078,6.102857084955487,5.880000005449567,12.159999832085203,4.28714282972472,1.05,1.05,3396.5714285714284,4457.142857142857,2392.428571428572,2392.428571428572,2383.714285714286,2383.714285714286,8.714285714285714,8.714285714285714,3259.4285714285716,23.44327142857143,114.64472857142857,113.97285714285715,4361.142857142857,0.37428571428571455,17.574285714285715,,,,2087.0,1.0,2088.0,13934.0
1,45,CHN,China,576,Guangdong,9811,Huizhou,Hu锟絲hou,???,,,D锟絡锟絪h?,Prefecture City,Unknown,Present,,9.867862,0.997726,1539,23.25,115.25,,,,-2.9616666595141097,1100.1666666666667,,1071.0,,1075.5,1095.0,1076.8333333333333,1096.3333333333333,-0.6566666600604852,-2.1666666430731616,-0.8440000057220459,0.28148333333333336,2461.333333333333,2461.333333333333,0.3619833333333333,0.28951666666666664,20.124999959468838,5846.0100390625,3102.4033089192712,1450.5683268229168,5389.666666666667,5389.666666666667,3856.333333333334,3856.333333333334,182.33333333333331,,912.0,,16554.333333333332,367.83333333333326,1827.166666666667,1827.166666666667,1313.0,1313.0,1006.1666666666665,71.66666666666667,194.33333333333331,5892.833333333332,5892.833333333332,1.0,1.0,8.34666666984558,-0.3815,10.333333333333334,504.16666666666674,511.33333333333326,1534.726678059896,0.051666668616235256,42.16333516438804,33.818334960937534,53.74999910990397,882.0,102.5,818.5,818.5,980.5,507.33333333333326,507.33333333333326,57.90333302815755,66.16666666666667,5.883333333333333,5.883333333333333,15.133333333333333,15.133333333333333,0.01999999962747097,-3.3316666841506963,,,24.447999954223636,,0.19166666666666665,0.19166666666666665,32.78499552408857,-0.3333333333333333,-0.3333333333333333,30.5,30.27666666666667,926.0866625976564,11.599997965494811,215.84333496093757,22.042004394531276,281.4983317057292,33.28833211263023,,21.466666666666665,,17.0,17.0,12.5,12.5,,,-8.0,-8.0,,,-76.86666666666667,17.833333333333332,17.833333333333332,17.833333333333332,25.5,32.583333333333336,31.51,-3.1666666666666665,-3.1666666666666665,-0.89,-0.023333333333333428,213.2733333333333,224.61166666666668,124.08833333333332,94.76333333333334,37.095,142.88333333333333,160.46166666666667,6.084999965826671,3.095000017484029,7.35500010649363,6.208333241144817,5.718333355585735,13.683333071072896,4.481666618982951,1.1816666666666669,1.1816666666666669,3424.0,4602.666666666667,2831.5,2831.5,2824.0,2824.0,7.5,7.5,3360.0,23.37336666666667,115.41381666666668,93.78833333333333,4538.666666666667,3.4066666666666663,17.285,,,,2539.333333333333,0.99,2594.1666666666665,12770.333333333336
1,45,CHN,China,576,Guangdong,9811,Huizhou,Hu锟絲hou,???,,,D锟絡锟絪h?,Prefecture City,Unknown,Present,,9.867862,0.997726,1538,23.25,115.0,,,,-2.530000047683716,1215.8,,1351.4,,518.2,520.4,517.6,519.4,-1.5659999653697017,-2.6079999595880503,-1.760000042617321,0.29048,1577.0,1577.0,0.38082,0.3065,23.8159997253418,5859.954050781251,3114.6900234375,1460.8579951171876,4504.0,4504.0,3352.25,3352.25,257.6,,1075.34,,16723.6,270.0,2361.6,2361.6,1691.8,1691.8,981.0,56.8,159.8,5242.0,5242.0,1.0,1.0,7.727999973297119,-0.42192,13.041999999999998,625.8,646.6,1785.2059912109376,0.025999999955296515,42.8180036621094,35.0900007324219,50.4,859.2,99.8,775.8,775.8,972.6,549.6,549.6,48.40399948120117,62.0,9.739999999999998,9.88,17.380000000000006,17.380000000000006,0.017999999642372134,-2.9040000820159912,,,31.459999561309814,,0.5119999999999999,0.518,34.297998046875016,4.25,4.25,31.34,31.37,1112.492002441407,12.190002441406277,250.85999707031243,22.56500396728518,285.93800170898436,35.1559997558594,,20.66,,15.2,14.8,6.0,6.0,,,-11.0,-11.0,,,-77.30000000000003,15.8,15.8,15.8,23.2,32.08,32.226,0.8,0.8,-0.3120000000000001,-0.9620000000000001,146.648,157.26399999999995,47.03399999999999,42.47,25.344,162.42,161.25799999999995,4.553999991416932,2.9259999618530275,5.821999956130981,7.570000154495241,5.027999984741211,4.220000001907349,3.9159999847412115,1.524,1.524,3462.4,5043.2,2921.2,2921.2,2921.2,2921.2,0.0,0.0,3385.6,23.37208,115.09906,117.03,4966.4,4.210000000000001,17.562,,,,2473.8,0.96,2677.2,9384.2
1,45,CHN,China,576,Guangdong,9811,Huizhou,Hu锟絲hou,???,,,D锟絡锟絪h?,Prefecture City,Unknown,Present,,9.867862,0.997726,1537,23.25,114.75,,,,-1.5,823.0,,1138.0,,525.0,497.0,525.0,497.0,0.0,-4.099999904632568,0.0,0.0237,1077.0,1077.0,0.0405,0.0303,17.889999389648438,5856.0,3107.89990234375,1453.219970703125,2296.0,2296.0,1981.0,1981.0,287.0,,1245.5,,16881.0,225.0,982.0,982.0,904.0,904.0,963.0,38.0,155.0,4880.0,4880.0,1.0,1.0,8.619999885559082,-0.5497,13.82,634.0,660.0,1445.0,0.0,42.7700134277344,34.149987792968766,49.9000015258789,839.0,98.0,897.0,897.0,970.0,565.0,565.0,51.9000015258789,56.0,9.8,9.8,16.9,16.9,0.019999999552965164,-1.7000000476837158,,,38.0,,0.18,0.18,33.550012207031266,16.0,16.0,33.2,30.18,-0.6499999999999773,12.149987792968776,20.249993896484398,23.050012207031273,276.29998779296875,35.85000000000002,,20.8,,23.0,23.0,,,,,,,,,-78.2,23.0,23.0,23.0,36.0,34.4,31.24,3.0,3.0,-1.32,-0.7,92.37,90.0,114.11,84.94,76.89,80.09,82.82,1.2100000381469729,1.6499999761581419,9.5,7.1500000953674325,4.360000133514403,3.140000104904175,2.640000104904175,0.81,0.81,4096.0,2976.0,284.0,284.0,284.0,284.0,0.0,0.0,3904.0,23.4846,114.9764,19.87,2976.0,19.97,21.82,,,,218.0,1.0,218.0,25003.0
1,45,CHN,China,576,Guangdong,9811,Huizhou,Hu锟絲hou,???,,,D锟絡锟絪h?,Prefecture City,Unknown,Present,,9.867862,0.997726,1534,23.25,114.0,,,,-4.724999904632568,1868.0,,1452.5,,711.0,670.5,711.0,670.5,-0.5300000160932541,-2.115000009536743,-0.5300000160932541,0.17245000000000002,2769.0,2769.0,0.1973,0.17305,8.145000219345091,5842.510009765625,3098.89501953125,1442.1950073242188,4037.0,4037.0,3952.0,3952.0,373.0,,702.5,,16911.5,195.5,852.5,852.5,1009.5,1009.5,972.0,7.5,166.0,6887.0,6887.0,1.0,1.0,9.21500015258789,-0.54925,16.875,686.0,687.5,1279.594970703125,0.0,42.60999450683596,33.389993286132835,55.64999961853027,883.0,97.0,909.0,909.0,959.0,501.5,501.5,70.14999961853027,72.0,6.4,6.4,24.65,24.65,0.019999999552965164,-5.460000038146973,,,31.65499973297119,,0.16,0.16,32.79999694824221,7.0,7.0,30.2,34.86,-2.5950073242187277,12.000009155273464,20.50000915527346,26.100000000000023,273.375,33.79999694824221,,23.15,,25.0,25.0,,,,,-11.0,-11.0,,,-79.75,25.0,25.0,25.0,33.0,31.3,40.675,-11.5,-11.5,0.09999999999999998,-1.11,200.18,200.745,64.07,46.125,45.27,28.55,203.31,1.625,1.9350000023841856,7.444999933242799,6.110000133514403,3.985000133514404,2.955000042915344,2.6949999332427983,0.91,0.91,3664.0,2832.0,1796.5,1796.5,1794.5,1794.5,2.0,2.0,3520.0,23.3612,114.21985,20.915,2736.0,8.28,20.56,,,,1586.0,1.0,1589.0,26255.5
1,45,CHN,China,576,Guangdong,9811,Huizhou,Hu锟絲hou,???,,,D锟絡锟絪h?,Prefecture City,Unknown,Present,,9.867862,0.997726,1535,23.25,114.25,,,,-0.30000001192092896,10.0,,11.0,,675.0,654.0,675.0,654.0,-45.0,-22.0,0.0,0.2125,,,0.2948,0.2365,-0.8700000047683716,5824.97021484375,3075.85009765625,1425.780029296875,,,,,490.0,,801.8,,16859.0,156.0,1248.0,1248.0,1142.0,1142.0,863.0,2.0,162.0,3947.0,3947.0,1.0,1.0,9.729999542236328,-0.5131,11.85,118.0,120.0,1196.0400390625,0.03999999910593033,40.77999267578127,31.050012207031273,60.4000015258789,861.0,98.0,867.0,867.0,946.0,630.0,630.0,51.9000015258789,68.0,3.0,3.0,10.8,10.8,0.019999999552965164,-0.10000000149011612,,,-11.0,,0.19,0.19,30.950006103515648,,,27.1,31.2,-2.2500061035156023,10.350000000000025,19.050012207031273,20.749993896484398,283.0,37.14998779296877,,19.2,,17.0,17.0,20.0,20.0,,,,,,,-78.5,20.0,20.0,20.0,23.0,30.0,36.19,7.0,7.0,0.45,-4.73,321.85,325.3,284.47,57.53,17.24,270.25,3.27,3.140000104904175,3.1600000858306885,3.2000000476837163,1.2999999523162842,6.070000171661378,53.5,3.509999990463257,1.03,1.03,2944.0,6144.0,2441.0,2441.0,2441.0,2441.0,0.0,0.0,2944.0,23.299,114.2752,170.34,6144.0,-9.19,14.89,,,,1958.0,1.0,1958.0,1201.0
1,45,CHN,China,576,Guangdong,9811,Huizhou,Hu锟絲hou,???,,,D锟絡锟絪h?,Prefecture City,Unknown,Present,,9.867862,0.997726,1600,23.5,114.25,,,,-2.926666736602783,829.0,,952.6666666666665,,794.6666666666665,778.6666666666665,794.6666666666665,778.6666666666665,-3.6300000349680577,-4.579999923706055,-3.4399999777475987,0.042800000000000005,2154.0,2154.0,0.08466666666666668,0.061666666666666675,11.066665967305504,5858.58349609375,3108.666748046875,1449.3000081380205,3970.0,3970.0,3726.0,3726.0,488.0,,1288.9,,16998.0,183.66666666666663,1329.0,1329.0,1326.3333333333333,1326.3333333333333,824.0,26.33333333333333,130.66666666666666,7316.333333333332,7316.333333333332,1.0,1.0,7.630000114440918,-0.6301,16.426666666666666,499.33333333333326,510.0,1497.7899983723955,0.0,43.5466756184896,35.91666056315106,50.26666641235352,815.3333333333335,95.66666666666669,861.6666666666665,861.6666666666665,947.0,477.33333333333326,477.33333333333326,50.033334096272796,55.33333333333334,6.966666666666666,6.966666666666666,21.33333333333333,21.33333333333333,0.019999999552965164,-3.2100000381469727,,,31.199999491373703,,0.19666666666666668,0.19666666666666668,34.859999593098976,9.0,9.0,32.36666666666667,32.35,-2.050004069010394,12.850000000000026,22.01667683919273,22.28333943684898,281.8666687011719,37.98333129882815,,19.566666666666666,,22.33333333333333,22.33333333333333,24.0,24.0,-17.0,-17.0,-6.0,-6.0,0.0,0.0,-79.03333333333335,23.33333333333333,23.33333333333333,23.33333333333333,33.666666666666664,35.166666666666664,35.169999999999995,-15.0,-15.0,-0.14666666666666667,-1.53,17.75,18.306666666666672,64.02666666666667,71.69,40.98666666666667,109.94666666666666,20.296666666666667,1.5733333826065063,1.8566666444142657,7.546666622161865,5.980000019073486,3.25,18.07666667302449,2.3999999761581425,1.1966666666666663,1.1966666666666663,3136.0,3936.0,503.33333333333326,503.33333333333326,490.66666666666674,490.66666666666674,12.666666666666664,12.666666666666664,3104.0,23.639166666666664,114.345,131.01,3872.0,-4.34,15.863333333333335,,,,394.33333333333326,1.0,394.33333333333326,18003.333333333332
1,45,CHN,China,576,Guangdong,9811,Huizhou,Hu锟絲hou,???,,,D锟絡锟絪h?,Prefecture City,Unknown,Present,,9.867862,0.997726,1599,23.5,114.0,,,,-3.524999990065893,1378.166666666667,,1408.166666666667,,565.1666666666666,564.1666666666666,565.5,564.5,-5.943333327770232,-2.788333336512248,-7.13199999332428,0.14518333333333336,1999.75,1999.75,0.1906,0.1527666666666667,18.889999562899273,5849.571748046875,3104.191682942708,1448.2233349609376,3686.25,3686.25,3116.5,3116.5,468.0,,708.2833333333333,,16757.166666666668,193.66666666666663,2029.5,2029.5,1529.833333333333,1529.833333333333,819.8333333333335,23.83333333333333,128.5,5039.5,5039.5,1.0,1.0,8.696666692097983,-0.4950166666666667,11.916666666666664,499.0,509.5,1166.6716918945312,0.0016666666294137638,42.47667399088544,33.78000284830731,52.81666666666666,873.8333333333335,99.66666666666669,802.3333333333335,802.3333333333335,948.6666666666665,564.6666666666666,564.6666666666666,64.35000076293943,72.5,7.900000000000001,7.900000000000001,13.983333333333333,13.983333333333333,0.01999999962747097,-3.9700000050167237,,,36.66199989318848,,0.355,0.355,32.566667683919285,8.75,8.75,29.3,29.30333333333333,926.1483359781907,11.88333536783857,210.48000712076814,23.2100036621094,282.4750010172526,33.66665954589846,,22.25,,16.833333333333332,15.833333333333336,22.0,14.666666666666664,-10.0,-10.0,-7.0,-7.0,,,-78.83333333333333,18.0,18.0,18.0,25.16666666666667,30.98333333333333,30.98166666666667,1.6666666666666667,1.6666666666666667,0.008333333333333312,-2.06,142.965,136.14166666666665,110.97166666666668,59.34000000000001,29.48833333333333,169.075,137.85500000000002,5.3050000254313145,2.443333357175191,4.483333310286205,5.306666587988535,4.200000049273173,21.241667160987856,3.1066666444142665,1.3766666666666667,1.3766666666666667,3280.0,4026.666666666666,1640.666666666667,1640.666666666667,1640.666666666667,1640.666666666667,0.0,0.0,3200.0,23.6452,114.15905,100.36166666666666,3946.666666666666,-1.425,17.423333333333336,,,,1329.1666666666667,0.9966666666666668,1337.8333333333333,17221.0
1,45,CHN,China,576,Guangdong,9811,Huizhou,Hu锟絲hou,???,,,D锟絡锟絪h?,Prefecture City,Unknown,Present,,9.867862,0.997726,1601,23.5,114.5,,,,-2.8366666634877524,996.0,,1190.0,,948.0,914.0,945.6666666666665,911.3333333333335,-0.4666666587193806,-1.5,-0.24666666984558105,0.18376666666666666,2154.0,2154.0,0.2337666666666667,0.19396666666666665,22.26000003019969,5849.09326171875,3105.3466796875,1451.0833740234375,3756.0,3756.0,3267.0,3267.0,349.0,,963.4333333333333,,16793.333333333332,168.0,1189.0,1189.0,1197.3333333333333,1197.3333333333333,909.0,23.33333333333333,147.0,7087.333333333332,7087.333333333332,1.0,1.0,9.470000267028807,-0.5631,15.383333333333335,475.66666666666674,483.33333333333326,1283.6333414713542,0.0,42.48000488281252,33.00999348958336,52.43333435058594,861.0,98.66666666666669,875.6666666666665,875.6666666666665,963.3333333333335,491.0,491.0,61.43999989827475,64.33333333333333,6.633333333333333,6.666666666666668,20.766666666666666,20.766666666666666,0.019999999552965164,-3.4500000476837163,,,15.993333180745445,,0.17666666666666667,0.17666666666666667,32.18332316080731,9.0,9.0,30.399999999999995,31.33333333333333,-3.080002848307269,11.883335367838571,19.51666666666669,23.093326822916694,275.4800008138021,32.946669514973976,,20.866666666666667,,21.66666666666667,21.66666666666667,,,-33.0,-33.0,-6.0,-6.0,5.0,5.0,-78.63333333333334,21.66666666666667,21.66666666666667,21.66666666666667,30.66666666666667,31.633333333333336,33.13,-14.0,-14.0,-0.4266666666666667,-2.7099999999999995,137.78,139.46333333333334,148.58666666666667,18.696666666666673,32.32333333333333,112.68666666666664,22.116666666666664,2.806666652361552,3.3700000445048013,4.566666801770529,5.349999984105428,5.3233334223429365,23.343333641688034,4.6866666475931815,1.0766666666666669,1.0766666666666669,3328.0,3840.0,2011.0,2011.0,2004.666666666667,2004.666666666667,6.333333333333332,6.333333333333332,3168.0,23.63046666666667,114.57753333333334,135.09666666666666,3776.0,-2.4,19.046666666666667,,,,1691.333333333333,0.9966666666666668,1694.0,18671.33333333333
1,45,CHN,China,576,Guangdong,9811,Huizhou,Hu锟絲hou,???,,,D锟絡锟絪h?,Prefecture City,Unknown,Present,,9.867862,0.997726,1665,23.75,114.25,,,,-1.2000000178813934,503.5,,502.5,,1058.5,1046.0,1058.5,1046.0,-16.0,-3.0,-16.0,0.28275,,,0.3015,0.2848,18.199999809265137,5841.465087890625,3097.0,1442.4850463867188,,,,,388.5,,1210.3,,17012.0,320.5,1505.0,1505.0,1364.0,1364.0,813.0,91.0,157.0,3600.0,3600.0,1.0,1.0,7.8400001525878915,-0.4313,9.02,696.0,699.0,1220.0400390625,0.004999999888241291,41.94001159667971,34.100000000000016,47.0,831.5,95.5,843.5,843.5,957.5,659.0,659.0,59.70000076293945,56.5,7.1,7.1,11.05,11.05,0.019999999552965164,-1.550000000745058,,,24.5,,0.18,0.18,32.400003051757835,,,30.700000000000006,29.9,-1.8999999999999773,11.400003051757839,20.150003051757835,21.54999694824221,288.3000030517578,33.79999694824221,,18.7,,19.5,19.5,,,,,,,,,-79.2,19.5,19.5,19.5,29.5,33.35,33.205,9.0,9.0,-0.035,-2.945,178.655,178.48999999999995,163.175,43.79,16.03,270.06,181.18,3.515000104904175,3.685000061988831,2.9899999499320984,3.1250000596046448,4.155000090599061,57.6500015258789,4.079999923706056,1.23,1.23,3376.0,4704.0,2731.0,2731.0,2731.0,2731.0,0.0,0.0,3232.0,23.97465,114.43775,89.53999999999998,4512.0,-0.46,15.775000000000002,,,,2606.0,1.0,2606.0,12058.5
1,45,CHN,China,576,Guangdong,9811,Huizhou,Hu锟絲hou,???,,,D锟絡锟絪h?,Prefecture City,Unknown,Present,,9.867862,0.997726,1664,23.75,114.0,,,,-1.697499975562096,863.25,,831.25,,1244.75,1237.25,1241.0,1233.5,-8.214999994263053,-1.8824999928474424,-7.990000000223517,0.323925,3077.0,3077.0,0.384025,0.32495,7.022499918937683,5832.0875244140625,3081.7724609375,1428.0750427246094,5108.0,5108.0,4315.5,4315.5,487.0,,805.2749999999999,,16853.25,390.0,1495.25,1495.25,1188.5,1188.5,1017.5,88.75,173.5,7170.0,7170.0,1.0,1.0,9.632500171661377,-0.4987750000000001,11.8475,731.25,733.5,1082.1925201416016,0.012499999720603228,42.30250701904299,32.669999694824234,51.82499980926514,861.5,97.75,843.0,843.0,946.0,475.5,475.5,66.55749893188478,69.0,6.25,6.25,17.924999999999994,17.924999999999994,0.019999999552965164,-2.0149999503046274,,,16.662500143051147,,0.1575,0.1575,31.18250427246096,1.0,1.0,28.300000000000004,28.2975,-2.19750061035154,11.725000000000026,19.54999694824221,22.30999908447268,282.0450057983398,31.329995727539085,,20.3,,18.5,18.5,16.0,16.0,-31.0,-31.0,-7.0,-7.0,,,-78.675,19.0,19.0,19.0,26.75,30.200000000000006,30.195,-13.25,-13.25,-0.0975,-2.925,93.6325,93.39,173.645,31.520000000000003,15.605,139.70999999999998,95.07,2.9424999952316284,3.3425000309944157,4.745000034570693,3.815000087022781,5.2600000500679025,31.650000810623172,4.5325000286102295,1.07,1.07,3232.0,4120.0,3501.0,3501.0,3386.5,3386.5,114.5,114.5,3136.0,23.90605,114.10985,93.365,3976.0,-3.3675,16.485,,,,2980.75,1.0,2985.0,16506.5
